GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2007.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11987917.0,11123934.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2007.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11987917.0,0.0,0.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2581057.0,2273456.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,11614779.0,98.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,11369323.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11878621.0,2819082.0,24.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,7955102.0,67.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,9367381.0,79.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,10981979.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11734304.0,7648342.0,65.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11499390.0,829886.0,7.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,11204322.0,95.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,10981979.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2006.0,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11825449.0,0.0,0.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2529086.0,2193254.0,87.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,11340249.0,98.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,11055164.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11616431.0,2738059.0,24.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,7525009.0,65.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,9104241.0,79.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,10685312.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11744464.0,7518958.0,64.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11460617.0,835470.0,7.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,10870256.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2005.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11563551.0,10685312.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2547113.0,2215183.0,87.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,11330806.0,98.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,11034459.0,95.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11610999.0,2627459.0,23.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,7392598.0,64.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,8963112.0,78.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,10718942.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11803857.0,7504633.0,64.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11499356.0,775246.0,7.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,10884911.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2004.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11557515.0,10718942.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2546758.0,2208836.0,87.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,11261827.0,98.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,10999033.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11535814.0,2248677.0,19.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,7187388.0,63.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,8747865.0,76.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,10633102.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11832313.0,6622012.0,56.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11613816.0,748963.0,6.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,10759529.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2003.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11481528.0,10633102.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2565557.0,2253654.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,11115243.0,97.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,10783073.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11471842.0,1532976.0,13.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,6894850.0,60.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,8553074.0,75.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,10474984.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11879479.0,6580934.0,55.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11594673.0,713533.0,6.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,10591766.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2002.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11416822.0,10474984.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2642092.0,2278911.0,86.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,11259410.0,98.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,10863571.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11576558.0,702681.0,6.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,6841055.0,59.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,8386504.0,73.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,10524599.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005658.0,5680241.0,47.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11532982.0,87275.0,1.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,10542241.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2001.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11520284.0,10524599.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2731918.0,2292340.0,84.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,11354110.0,97.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,10836642.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11764971.0,700845.0,6.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,6733933.0,58.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,8316328.0,71.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,10637933.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11855521.0,5122196.0,43.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,MCV2X2,Measles-containing vaccine 2nd dose by 2 years of age,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11579446.0,4318136.0,37.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,10924494.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,2000.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11705455.0,10637933.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2702754.0,2284374.0,85.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,11232628.0,97.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,10762340.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,6422804.0,55.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,7869351.0,68.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,10471499.0,90.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,10734279.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1999.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11574774.0,10471499.0,90.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2732813.0,2294214.0,84.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,11167868.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,10557060.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,6310302.0,54.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,7532225.0,65.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,10395687.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,10675048.0,92.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1998.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11626744.0,10395687.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2781478.0,2444103.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,11207505.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,10543866.0,90.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,5869165.0,50.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,6397357.0,55.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,10435243.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,10798537.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1997.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11662665.0,10435243.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2852512.0,2536062.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,11444304.0,97.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,11016265.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,5506015.0,47.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,5854281.0,50.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,10536712.0,90.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,11011436.0,94.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1996.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11752074.0,10536712.0,90.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2907925.0,2600876.0,89.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,11377425.0,97.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,10763510.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,4459761.0,38.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,5187002.0,44.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,10400647.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,10949343.0,93.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1995.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,11788668.0,10400647.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3627200.0,2691887.0,74.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,11554562.0,96.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,10923286.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,2620227.0,22.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,1686800.0,14.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,10429475.0,87.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,10898635.0,91.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1994.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12005799.0,10250588.0,85.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4881013.0,3718112.0,76.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,11554672.0,95.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,10666995.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,1497190.0,12.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,1577140.0,13.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,10115970.0,83.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,10666276.0,88.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1993.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,12178844.0,9936879.0,82.0
WB_LONG,WB_LONG_HIC_OECD,High income: oecd,1992.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4839032.0,3684411.0,76.0
