GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
DEVELOPMENT_STATUS,DEVELOPING,Developing,2006.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15591348.0,7426900.0,48.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92834097.0,79511260.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,77162122.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,68251258.0,76.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93171306.0,24699378.0,27.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,49757477.0,55.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,14401273.0,16.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,69022450.0,77.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87855780.0,30372760.0,35.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,69036484.0,77.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89994305.0,17473442.0,19.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2005.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15431259.0,6276890.0,41.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92618619.0,77157537.0,83.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,75179093.0,84.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,67176282.0,75.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92956420.0,22702493.0,24.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,45151541.0,50.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,13574116.0,15.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,67416201.0,75.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87948999.0,16836707.0,19.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,66647121.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89677487.0,17286924.0,19.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2004.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15212329.0,4785686.0,31.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92307317.0,75688553.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,74199628.0,83.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,65402482.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92645631.0,7621842.0,8.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,41093464.0,46.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,12637665.0,14.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,65319611.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88084768.0,15707571.0,18.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,65903122.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89276062.0,15642783.0,18.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2003.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,15024764.0,2942212.0,20.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92565867.0,75066051.0,81.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,73661707.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,64185737.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92898754.0,6190092.0,7.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,34495828.0,39.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,11978451.0,13.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,63997502.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87523297.0,14694435.0,17.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,65729314.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89413545.0,15095090.0,17.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2002.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,14881569.0,2157289.0,14.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92768517.0,75397432.0,81.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,74142959.0,83.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,65026089.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93253916.0,6284938.0,7.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,31515901.0,35.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,9454633.0,11.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,65020137.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86768333.0,15084992.0,17.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,65627365.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89657521.0,15352572.0,17.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2001.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,14735420.0,2750179.0,19.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93310383.0,75771891.0,81.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,74519511.0,83.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,65212778.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93793002.0,5723410.0,6.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,29878384.0,33.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,8705149.0,10.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,64921862.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86745837.0,12778770.0,15.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,65264481.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90094556.0,14491435.0,16.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,2000.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,14574149.0,2376436.0,16.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92128107.0,74594617.0,81.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,73507348.0,83.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,64132943.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,15943334.0,18.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,2199792.0,2.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,63727782.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,64599705.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88846076.0,10488931.0,12.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1999.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,14365823.0,2059885.0,14.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92179366.0,74138112.0,80.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,74969916.0,84.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,64078527.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,12500500.0,14.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,1448763.0,2.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,63046097.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,64766844.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88809210.0,8325585.0,9.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1998.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,14179311.0,2047765.0,14.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92520744.0,73082198.0,79.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,77518406.0,87.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,63491701.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,12018850.0,13.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,421063.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,63128919.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,65174894.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89055935.0,4839437.0,5.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1997.0,YFV,Yellow fever vaccine,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,13989271.0,633409.0,5.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93048550.0,76276140.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,76856283.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,64497529.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,10919881.0,12.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,352866.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,66004851.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,65903995.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1996.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89482682.0,4277892.0,5.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93735337.0,76715645.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,78910975.0,88.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,66755500.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,9713396.0,11.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,102586.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,66802780.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,67216453.0,75.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1995.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90048979.0,4004784.0,4.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94125339.0,76913677.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,78014756.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,66216428.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,6743428.0,7.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,98986.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,64917693.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,66972792.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1994.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90338195.0,2154326.0,2.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94755250.0,77391055.0,82.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,78336212.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,64661146.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,4118440.0,5.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,0.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,64221178.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,64938977.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1993.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90848312.0,2022248.0,2.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95438212.0,77016783.0,81.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,78997095.0,86.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,65035253.0,71.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,2628205.0,3.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,0.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,64020354.0,70.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,65434257.0,72.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1992.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91407491.0,1099727.0,1.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97012402.0,77979925.0,80.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,80884582.0,87.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,67512275.0,73.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,928694.0,1.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,0.0,0.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,64243228.0,69.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,68250550.0,74.0
DEVELOPMENT_STATUS,DEVELOPING,Developing,1991.0,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92814782.0,1117265.0,1.0
