GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
WHO_REGIONS,AMR,Region of the Americas,1992.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1991.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1991.0,MEASLES,Measles,"per 1,000,000 total population",218.1
WHO_REGIONS,AMR,Region of the Americas,1991.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1991.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",27.3
WHO_REGIONS,AMR,Region of the Americas,1991.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1991.0,TTETANUS,Total tetanus,"per 1,000,000 total population",3.7
WHO_REGIONS,AMR,Region of the Americas,1991.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.7
WHO_REGIONS,AMR,Region of the Americas,1990.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.2
WHO_REGIONS,AMR,Region of the Americas,1990.0,MEASLES,Measles,"per 1,000,000 total population",304.4
WHO_REGIONS,AMR,Region of the Americas,1990.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1990.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",52.9
WHO_REGIONS,AMR,Region of the Americas,1990.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1990.0,TTETANUS,Total tetanus,"per 1,000,000 total population",4.4
WHO_REGIONS,AMR,Region of the Americas,1990.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.4
WHO_REGIONS,AMR,Region of the Americas,1989.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.5
WHO_REGIONS,AMR,Region of the Americas,1989.0,MEASLES,Measles,"per 1,000,000 total population",194.4
WHO_REGIONS,AMR,Region of the Americas,1989.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1989.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",48.1
WHO_REGIONS,AMR,Region of the Americas,1989.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1989.0,TTETANUS,Total tetanus,"per 1,000,000 total population",5.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1988.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,MEASLES,Measles,"per 1,000,000 total population",191.5
WHO_REGIONS,AMR,Region of the Americas,1988.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1988.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.6
WHO_REGIONS,AMR,Region of the Americas,1988.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1988.0,TTETANUS,Total tetanus,"per 1,000,000 total population",5.6
WHO_REGIONS,AMR,Region of the Americas,1988.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1987.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.6
WHO_REGIONS,AMR,Region of the Americas,1987.0,MEASLES,Measles,"per 1,000,000 total population",221.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1987.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",49.9
WHO_REGIONS,AMR,Region of the Americas,1987.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1987.0,TTETANUS,Total tetanus,"per 1,000,000 total population",6.5
WHO_REGIONS,AMR,Region of the Americas,1987.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1986.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",3.6
WHO_REGIONS,AMR,Region of the Americas,1986.0,MEASLES,Measles,"per 1,000,000 total population",337.2
WHO_REGIONS,AMR,Region of the Americas,1986.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1986.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",70.2
WHO_REGIONS,AMR,Region of the Americas,1986.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1986.0,TTETANUS,Total tetanus,"per 1,000,000 total population",7.2
WHO_REGIONS,AMR,Region of the Americas,1986.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1985.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",4.9
WHO_REGIONS,AMR,Region of the Americas,1985.0,MEASLES,Measles,"per 1,000,000 total population",300.9
WHO_REGIONS,AMR,Region of the Americas,1985.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1985.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",84.3
WHO_REGIONS,AMR,Region of the Americas,1985.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1985.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.4
WHO_REGIONS,AMR,Region of the Americas,1985.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,AMR,Region of the Americas,1984.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",5.4
WHO_REGIONS,AMR,Region of the Americas,1984.0,MEASLES,Measles,"per 1,000,000 total population",310.4
WHO_REGIONS,AMR,Region of the Americas,1984.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1984.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",95.6
WHO_REGIONS,AMR,Region of the Americas,1984.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1984.0,TTETANUS,Total tetanus,"per 1,000,000 total population",9.4
WHO_REGIONS,AMR,Region of the Americas,1984.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1983.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.3
WHO_REGIONS,AMR,Region of the Americas,1983.0,MEASLES,Measles,"per 1,000,000 total population",213.9
WHO_REGIONS,AMR,Region of the Americas,1983.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1983.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",95.5
WHO_REGIONS,AMR,Region of the Americas,1983.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1983.0,TTETANUS,Total tetanus,"per 1,000,000 total population",9.4
WHO_REGIONS,AMR,Region of the Americas,1983.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.3
WHO_REGIONS,AMR,Region of the Americas,1982.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.5
WHO_REGIONS,AMR,Region of the Americas,1982.0,MEASLES,Measles,"per 1,000,000 total population",243.4
WHO_REGIONS,AMR,Region of the Americas,1982.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1982.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",156.8
WHO_REGIONS,AMR,Region of the Americas,1982.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1982.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1981.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.6
WHO_REGIONS,AMR,Region of the Americas,1981.0,MEASLES,Measles,"per 1,000,000 total population",406.4
WHO_REGIONS,AMR,Region of the Americas,1981.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",182.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1981.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.1
WHO_REGIONS,AMR,Region of the Americas,1981.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.3
WHO_REGIONS,AMR,Region of the Americas,1980.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",9.1
WHO_REGIONS,AMR,Region of the Americas,1980.0,MEASLES,Measles,"per 1,000,000 total population",422.2
WHO_REGIONS,AMR,Region of the Americas,1980.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1980.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",202.7
WHO_REGIONS,AMR,Region of the Americas,1980.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1980.0,TTETANUS,Total tetanus,"per 1,000,000 total population",11.6
WHO_REGIONS,AMR,Region of the Americas,1980.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,MEASLES,Measles,"per 1,000,000 total population",122.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,MUMPS,Mumps,"per 1,000,000 total population",27.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",5.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,RUBELLA,Rubella,"per 1,000,000 total population",6.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,TYPHOID,Typhoid,"per 1,000,000 total population",41.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",2.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,MEASLES,Measles,"per 1,000,000 total population",80.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,MUMPS,Mumps,"per 1,000,000 total population",17.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",2.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,RUBELLA,Rubella,"per 1,000,000 total population",4.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,TYPHOID,Typhoid,"per 1,000,000 total population",19.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",1.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,MEASLES,Measles,"per 1,000,000 total population",39.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,MUMPS,Mumps,"per 1,000,000 total population",10.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",8.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,RUBELLA,Rubella,"per 1,000,000 total population",4.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,TTETANUS,Total tetanus,"per 1,000,000 total population",7.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,TYPHOID,Typhoid,"per 1,000,000 total population",7.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",3.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,MEASLES,Measles,"per 1,000,000 total population",10.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,MUMPS,Mumps,"per 1,000,000 total population",7.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",2.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,RUBELLA,Rubella,"per 1,000,000 total population",1.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,TYPHOID,Typhoid,"per 1,000,000 total population",16.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,MEASLES,Measles,"per 1,000,000 total population",26.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,MUMPS,Mumps,"per 1,000,000 total population",39.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,RUBELLA,Rubella,"per 1,000,000 total population",3.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,TYPHOID,Typhoid,"per 1,000,000 total population",11.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",5.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,MEASLES,Measles,"per 1,000,000 total population",88.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,MUMPS,Mumps,"per 1,000,000 total population",100.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",5.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,RUBELLA,Rubella,"per 1,000,000 total population",2.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,TYPHOID,Typhoid,"per 1,000,000 total population",3.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,MEASLES,Measles,"per 1,000,000 total population",53.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,MUMPS,Mumps,"per 1,000,000 total population",197.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,RUBELLA,Rubella,"per 1,000,000 total population",1.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,MEASLES,Measles,"per 1,000,000 total population",9.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,MUMPS,Mumps,"per 1,000,000 total population",303.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",2.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,RUBELLA,Rubella,"per 1,000,000 total population",3.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,MEASLES,Measles,"per 1,000,000 total population",30.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,MUMPS,Mumps,"per 1,000,000 total population",104.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",2.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,RUBELLA,Rubella,"per 1,000,000 total population",2.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,MEASLES,Measles,"per 1,000,000 total population",26.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,MUMPS,Mumps,"per 1,000,000 total population",41.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",1.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,RUBELLA,Rubella,"per 1,000,000 total population",4.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MEASLES,Measles,"per 1,000,000 total population",32.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MUMPS,Mumps,"per 1,000,000 total population",105.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",13.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",1.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,RUBELLA,Rubella,"per 1,000,000 total population",6.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,TTETANUS,Total tetanus,"per 1,000,000 total population",2.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MEASLES,Measles,"per 1,000,000 total population",52.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MUMPS,Mumps,"per 1,000,000 total population",57.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",22.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,RUBELLA,Rubella,"per 1,000,000 total population",2.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MEASLES,Measles,"per 1,000,000 total population",55.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MUMPS,Mumps,"per 1,000,000 total population",30.0
