GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,CASES
WHO_REGIONS,EUR,European Region,2009.0,PERTUSSIS,Pertussis,29229.0
WHO_REGIONS,EUR,European Region,2009.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2009.0,RUBELLA,Rubella,11623.0
WHO_REGIONS,EUR,European Region,2009.0,TTETANUS,Total tetanus,181.0
WHO_REGIONS,EUR,European Region,2009.0,YFEVER,Yellow fever,1.0
WHO_REGIONS,EUR,European Region,2008.0,CRS,Congenital rubella syndrome,9.0
WHO_REGIONS,EUR,European Region,2008.0,DIPHTHERIA,Diphtheria,184.0
WHO_REGIONS,EUR,European Region,2008.0,JAPENC,Japanese encephalitis,1.0
WHO_REGIONS,EUR,European Region,2008.0,MEASLES,Measles,8879.0
WHO_REGIONS,EUR,European Region,2008.0,MUMPS,Mumps,71139.0
WHO_REGIONS,EUR,European Region,2008.0,NTETANUS,Neonatal tetanus,7.0
WHO_REGIONS,EUR,European Region,2008.0,PERTUSSIS,Pertussis,25270.0
WHO_REGIONS,EUR,European Region,2008.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2008.0,RUBELLA,Rubella,23912.0
WHO_REGIONS,EUR,European Region,2008.0,TTETANUS,Total tetanus,129.0
WHO_REGIONS,EUR,European Region,2008.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2007.0,CRS,Congenital rubella syndrome,31.0
WHO_REGIONS,EUR,European Region,2007.0,DIPHTHERIA,Diphtheria,228.0
WHO_REGIONS,EUR,European Region,2007.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EUR,European Region,2007.0,MEASLES,Measles,6936.0
WHO_REGIONS,EUR,European Region,2007.0,MUMPS,Mumps,71154.0
WHO_REGIONS,EUR,European Region,2007.0,NTETANUS,Neonatal tetanus,5.0
WHO_REGIONS,EUR,European Region,2007.0,PERTUSSIS,Pertussis,28798.0
WHO_REGIONS,EUR,European Region,2007.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2007.0,RUBELLA,Rubella,67927.0
WHO_REGIONS,EUR,European Region,2007.0,TTETANUS,Total tetanus,205.0
WHO_REGIONS,EUR,European Region,2007.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2006.0,CRS,Congenital rubella syndrome,16.0
WHO_REGIONS,EUR,European Region,2006.0,DIPHTHERIA,Diphtheria,320.0
WHO_REGIONS,EUR,European Region,2006.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EUR,European Region,2006.0,MEASLES,Measles,53344.0
WHO_REGIONS,EUR,European Region,2006.0,MUMPS,Mumps,89270.0
WHO_REGIONS,EUR,European Region,2006.0,NTETANUS,Neonatal tetanus,18.0
WHO_REGIONS,EUR,European Region,2006.0,PERTUSSIS,Pertussis,30168.0
WHO_REGIONS,EUR,European Region,2006.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2006.0,RUBELLA,Rubella,193923.0
WHO_REGIONS,EUR,European Region,2006.0,TTETANUS,Total tetanus,195.0
WHO_REGIONS,EUR,European Region,2006.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2005.0,CRS,Congenital rubella syndrome,16.0
WHO_REGIONS,EUR,European Region,2005.0,DIPHTHERIA,Diphtheria,500.0
WHO_REGIONS,EUR,European Region,2005.0,MEASLES,Measles,37338.0
WHO_REGIONS,EUR,European Region,2005.0,MUMPS,Mumps,242011.0
WHO_REGIONS,EUR,European Region,2005.0,NTETANUS,Neonatal tetanus,32.0
WHO_REGIONS,EUR,European Region,2005.0,PERTUSSIS,Pertussis,26425.0
WHO_REGIONS,EUR,European Region,2005.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2005.0,RUBELLA,Rubella,206359.0
WHO_REGIONS,EUR,European Region,2005.0,TTETANUS,Total tetanus,192.0
WHO_REGIONS,EUR,European Region,2005.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2004.0,CRS,Congenital rubella syndrome,32.0
WHO_REGIONS,EUR,European Region,2004.0,DIPHTHERIA,Diphtheria,688.0
WHO_REGIONS,EUR,European Region,2004.0,MEASLES,Measles,29510.0
WHO_REGIONS,EUR,European Region,2004.0,MUMPS,Mumps,251003.0
WHO_REGIONS,EUR,European Region,2004.0,NTETANUS,Neonatal tetanus,15.0
WHO_REGIONS,EUR,European Region,2004.0,PERTUSSIS,Pertussis,42220.0
WHO_REGIONS,EUR,European Region,2004.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2004.0,RUBELLA,Rubella,263964.0
WHO_REGIONS,EUR,European Region,2004.0,TTETANUS,Total tetanus,255.0
WHO_REGIONS,EUR,European Region,2004.0,YFEVER,Yellow fever,1.0
WHO_REGIONS,EUR,European Region,2003.0,CRS,Congenital rubella syndrome,13.0
WHO_REGIONS,EUR,European Region,2003.0,DIPHTHERIA,Diphtheria,897.0
WHO_REGIONS,EUR,European Region,2003.0,MEASLES,Measles,28203.0
WHO_REGIONS,EUR,European Region,2003.0,MUMPS,Mumps,188413.0
WHO_REGIONS,EUR,European Region,2003.0,NTETANUS,Neonatal tetanus,41.0
WHO_REGIONS,EUR,European Region,2003.0,PERTUSSIS,Pertussis,25530.0
WHO_REGIONS,EUR,European Region,2003.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2003.0,RUBELLA,Rubella,304390.0
WHO_REGIONS,EUR,European Region,2003.0,TTETANUS,Total tetanus,359.0
WHO_REGIONS,EUR,European Region,2003.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2002.0,CRS,Congenital rubella syndrome,7.0
WHO_REGIONS,EUR,European Region,2002.0,DIPHTHERIA,Diphtheria,1189.0
WHO_REGIONS,EUR,European Region,2002.0,MEASLES,Measles,46718.0
WHO_REGIONS,EUR,European Region,2002.0,MUMPS,Mumps,169110.0
WHO_REGIONS,EUR,European Region,2002.0,NTETANUS,Neonatal tetanus,32.0
WHO_REGIONS,EUR,European Region,2002.0,PERTUSSIS,Pertussis,25176.0
WHO_REGIONS,EUR,European Region,2002.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2002.0,RUBELLA,Rubella,617860.0
WHO_REGIONS,EUR,European Region,2002.0,TTETANUS,Total tetanus,346.0
WHO_REGIONS,EUR,European Region,2002.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,2001.0,CRS,Congenital rubella syndrome,21.0
WHO_REGIONS,EUR,European Region,2001.0,DIPHTHERIA,Diphtheria,1386.0
WHO_REGIONS,EUR,European Region,2001.0,MEASLES,Measles,58364.0
WHO_REGIONS,EUR,European Region,2001.0,MUMPS,Mumps,160350.0
WHO_REGIONS,EUR,European Region,2001.0,NTETANUS,Neonatal tetanus,33.0
WHO_REGIONS,EUR,European Region,2001.0,PERTUSSIS,Pertussis,31084.0
WHO_REGIONS,EUR,European Region,2001.0,POLIO,Poliomyelitis,3.0
WHO_REGIONS,EUR,European Region,2001.0,RUBELLA,Rubella,800469.0
WHO_REGIONS,EUR,European Region,2001.0,TTETANUS,Total tetanus,270.0
WHO_REGIONS,EUR,European Region,2001.0,YFEVER,Yellow fever,2.0
WHO_REGIONS,EUR,European Region,2000.0,CRS,Congenital rubella syndrome,47.0
WHO_REGIONS,EUR,European Region,2000.0,DIPHTHERIA,Diphtheria,1585.0
WHO_REGIONS,EUR,European Region,2000.0,MEASLES,Measles,37421.0
WHO_REGIONS,EUR,European Region,2000.0,MUMPS,Mumps,243344.0
WHO_REGIONS,EUR,European Region,2000.0,NTETANUS,Neonatal tetanus,27.0
WHO_REGIONS,EUR,European Region,2000.0,PERTUSSIS,Pertussis,53675.0
WHO_REGIONS,EUR,European Region,2000.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,2000.0,RUBELLA,Rubella,621039.0
WHO_REGIONS,EUR,European Region,2000.0,TTETANUS,Total tetanus,412.0
WHO_REGIONS,EUR,European Region,2000.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,1999.0,CRS,Congenital rubella syndrome,18.0
WHO_REGIONS,EUR,European Region,1999.0,DIPHTHERIA,Diphtheria,1614.0
WHO_REGIONS,EUR,European Region,1999.0,MEASLES,Measles,38811.0
WHO_REGIONS,EUR,European Region,1999.0,MUMPS,Mumps,385248.0
WHO_REGIONS,EUR,European Region,1999.0,NTETANUS,Neonatal tetanus,43.0
WHO_REGIONS,EUR,European Region,1999.0,PERTUSSIS,Pertussis,48897.0
WHO_REGIONS,EUR,European Region,1999.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,EUR,European Region,1999.0,RUBELLA,Rubella,804567.0
WHO_REGIONS,EUR,European Region,1999.0,TTETANUS,Total tetanus,229.0
WHO_REGIONS,EUR,European Region,1999.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,1998.0,DIPHTHERIA,Diphtheria,2779.0
WHO_REGIONS,EUR,European Region,1998.0,MEASLES,Measles,77872.0
WHO_REGIONS,EUR,European Region,1998.0,NTETANUS,Neonatal tetanus,30.0
WHO_REGIONS,EUR,European Region,1998.0,PERTUSSIS,Pertussis,56317.0
WHO_REGIONS,EUR,European Region,1998.0,POLIO,Poliomyelitis,26.0
WHO_REGIONS,EUR,European Region,1998.0,TTETANUS,Total tetanus,351.0
WHO_REGIONS,EUR,European Region,1998.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EUR,European Region,1997.0,DIPHTHERIA,Diphtheria,7179.0
WHO_REGIONS,EUR,European Region,1997.0,MEASLES,Measles,215767.0
WHO_REGIONS,EUR,European Region,1997.0,NTETANUS,Neonatal tetanus,38.0
WHO_REGIONS,EUR,European Region,1997.0,PERTUSSIS,Pertussis,67307.0
WHO_REGIONS,EUR,European Region,1997.0,POLIO,Poliomyelitis,7.0
WHO_REGIONS,EUR,European Region,1997.0,TTETANUS,Total tetanus,513.0
WHO_REGIONS,EUR,European Region,1996.0,DIPHTHERIA,Diphtheria,20414.0
WHO_REGIONS,EUR,European Region,1996.0,MEASLES,Measles,178345.0
WHO_REGIONS,EUR,European Region,1996.0,NTETANUS,Neonatal tetanus,66.0
WHO_REGIONS,EUR,European Region,1996.0,PERTUSSIS,Pertussis,54745.0
WHO_REGIONS,EUR,European Region,1996.0,POLIO,Poliomyelitis,193.0
WHO_REGIONS,EUR,European Region,1996.0,TTETANUS,Total tetanus,630.0
WHO_REGIONS,EUR,European Region,1995.0,DIPHTHERIA,Diphtheria,50433.0
WHO_REGIONS,EUR,European Region,1995.0,MEASLES,Measles,154107.0
WHO_REGIONS,EUR,European Region,1995.0,NTETANUS,Neonatal tetanus,69.0
WHO_REGIONS,EUR,European Region,1995.0,PERTUSSIS,Pertussis,79238.0
WHO_REGIONS,EUR,European Region,1995.0,POLIO,Poliomyelitis,216.0
WHO_REGIONS,EUR,European Region,1995.0,TTETANUS,Total tetanus,688.0
WHO_REGIONS,EUR,European Region,1994.0,DIPHTHERIA,Diphtheria,47874.0
WHO_REGIONS,EUR,European Region,1994.0,MEASLES,Measles,190910.0
WHO_REGIONS,EUR,European Region,1994.0,NTETANUS,Neonatal tetanus,67.0
WHO_REGIONS,EUR,European Region,1994.0,PERTUSSIS,Pertussis,125685.0
WHO_REGIONS,EUR,European Region,1994.0,POLIO,Poliomyelitis,239.0
WHO_REGIONS,EUR,European Region,1994.0,TTETANUS,Total tetanus,732.0
WHO_REGIONS,EUR,European Region,1993.0,DIPHTHERIA,Diphtheria,19601.0
WHO_REGIONS,EUR,European Region,1993.0,MEASLES,Measles,341982.0
WHO_REGIONS,EUR,European Region,1993.0,NTETANUS,Neonatal tetanus,53.0
WHO_REGIONS,EUR,European Region,1993.0,PERTUSSIS,Pertussis,90678.0
WHO_REGIONS,EUR,European Region,1993.0,POLIO,Poliomyelitis,213.0
WHO_REGIONS,EUR,European Region,1993.0,TTETANUS,Total tetanus,768.0
WHO_REGIONS,EUR,European Region,1992.0,DIPHTHERIA,Diphtheria,5812.0
WHO_REGIONS,EUR,European Region,1992.0,MEASLES,Measles,330546.0
WHO_REGIONS,EUR,European Region,1992.0,NTETANUS,Neonatal tetanus,39.0
WHO_REGIONS,EUR,European Region,1992.0,PERTUSSIS,Pertussis,75663.0
WHO_REGIONS,EUR,European Region,1992.0,POLIO,Poliomyelitis,176.0
WHO_REGIONS,EUR,European Region,1992.0,TTETANUS,Total tetanus,801.0
WHO_REGIONS,EUR,European Region,1991.0,DIPHTHERIA,Diphtheria,3207.0
WHO_REGIONS,EUR,European Region,1991.0,MEASLES,Measles,304166.0
WHO_REGIONS,EUR,European Region,1991.0,NTETANUS,Neonatal tetanus,81.0
WHO_REGIONS,EUR,European Region,1991.0,PERTUSSIS,Pertussis,94251.0
WHO_REGIONS,EUR,European Region,1991.0,POLIO,Poliomyelitis,305.0
WHO_REGIONS,EUR,European Region,1991.0,TTETANUS,Total tetanus,775.0
WHO_REGIONS,EUR,European Region,1990.0,DIPHTHERIA,Diphtheria,1471.0
WHO_REGIONS,EUR,European Region,1990.0,MEASLES,Measles,185818.0
WHO_REGIONS,EUR,European Region,1990.0,NTETANUS,Neonatal tetanus,69.0
WHO_REGIONS,EUR,European Region,1990.0,PERTUSSIS,Pertussis,95853.0
WHO_REGIONS,EUR,European Region,1990.0,POLIO,Poliomyelitis,33.0
WHO_REGIONS,EUR,European Region,1990.0,TTETANUS,Total tetanus,633.0
WHO_REGIONS,EUR,European Region,1989.0,DIPHTHERIA,Diphtheria,41.0
WHO_REGIONS,EUR,European Region,1989.0,MEASLES,Measles,374023.0
WHO_REGIONS,EUR,European Region,1989.0,NTETANUS,Neonatal tetanus,67.0
WHO_REGIONS,EUR,European Region,1989.0,PERTUSSIS,Pertussis,71636.0
WHO_REGIONS,EUR,European Region,1989.0,POLIO,Poliomyelitis,28.0
WHO_REGIONS,EUR,European Region,1989.0,TTETANUS,Total tetanus,644.0
WHO_REGIONS,EUR,European Region,1988.0,DIPHTHERIA,Diphtheria,25.0
WHO_REGIONS,EUR,European Region,1988.0,MEASLES,Measles,289609.0
WHO_REGIONS,EUR,European Region,1988.0,NTETANUS,Neonatal tetanus,53.0
WHO_REGIONS,EUR,European Region,1988.0,PERTUSSIS,Pertussis,50706.0
WHO_REGIONS,EUR,European Region,1988.0,POLIO,Poliomyelitis,41.0
WHO_REGIONS,EUR,European Region,1988.0,TTETANUS,Total tetanus,650.0
WHO_REGIONS,EUR,European Region,1987.0,DIPHTHERIA,Diphtheria,60.0
WHO_REGIONS,EUR,European Region,1987.0,MEASLES,Measles,145003.0
WHO_REGIONS,EUR,European Region,1987.0,NTETANUS,Neonatal tetanus,48.0
WHO_REGIONS,EUR,European Region,1987.0,PERTUSSIS,Pertussis,103004.0
WHO_REGIONS,EUR,European Region,1987.0,POLIO,Poliomyelitis,22.0
WHO_REGIONS,EUR,European Region,1987.0,TTETANUS,Total tetanus,712.0
WHO_REGIONS,EUR,European Region,1986.0,DIPHTHERIA,Diphtheria,77.0
WHO_REGIONS,EUR,European Region,1986.0,MEASLES,Measles,422573.0
WHO_REGIONS,EUR,European Region,1986.0,NTETANUS,Neonatal tetanus,78.0
WHO_REGIONS,EUR,European Region,1986.0,PERTUSSIS,Pertussis,133309.0
WHO_REGIONS,EUR,European Region,1986.0,POLIO,Poliomyelitis,39.0
WHO_REGIONS,EUR,European Region,1986.0,TTETANUS,Total tetanus,778.0
WHO_REGIONS,EUR,European Region,1985.0,DIPHTHERIA,Diphtheria,230.0
WHO_REGIONS,EUR,European Region,1985.0,MEASLES,Measles,373610.0
WHO_REGIONS,EUR,European Region,1985.0,NTETANUS,Neonatal tetanus,52.0
WHO_REGIONS,EUR,European Region,1985.0,PERTUSSIS,Pertussis,130686.0
WHO_REGIONS,EUR,European Region,1985.0,POLIO,Poliomyelitis,102.0
WHO_REGIONS,EUR,European Region,1985.0,TTETANUS,Total tetanus,847.0
WHO_REGIONS,EUR,European Region,1984.0,DIPHTHERIA,Diphtheria,224.0
WHO_REGIONS,EUR,European Region,1984.0,MEASLES,Measles,336329.0
WHO_REGIONS,EUR,European Region,1984.0,NTETANUS,Neonatal tetanus,28.0
WHO_REGIONS,EUR,European Region,1984.0,PERTUSSIS,Pertussis,84639.0
WHO_REGIONS,EUR,European Region,1984.0,POLIO,Poliomyelitis,132.0
WHO_REGIONS,EUR,European Region,1984.0,TTETANUS,Total tetanus,926.0
WHO_REGIONS,EUR,European Region,1983.0,DIPHTHERIA,Diphtheria,455.0
WHO_REGIONS,EUR,European Region,1983.0,MEASLES,Measles,597455.0
WHO_REGIONS,EUR,European Region,1983.0,NTETANUS,Neonatal tetanus,27.0
WHO_REGIONS,EUR,European Region,1983.0,PERTUSSIS,Pertussis,123563.0
WHO_REGIONS,EUR,European Region,1983.0,POLIO,Poliomyelitis,251.0
WHO_REGIONS,EUR,European Region,1983.0,TTETANUS,Total tetanus,1021.0
WHO_REGIONS,EUR,European Region,1982.0,DIPHTHERIA,Diphtheria,208.0
WHO_REGIONS,EUR,European Region,1982.0,MEASLES,Measles,434521.0
WHO_REGIONS,EUR,European Region,1982.0,NTETANUS,Neonatal tetanus,29.0
WHO_REGIONS,EUR,European Region,1982.0,PERTUSSIS,Pertussis,168848.0
WHO_REGIONS,EUR,European Region,1982.0,POLIO,Poliomyelitis,332.0
WHO_REGIONS,EUR,European Region,1982.0,TTETANUS,Total tetanus,1037.0
WHO_REGIONS,EUR,European Region,1981.0,DIPHTHERIA,Diphtheria,224.0
WHO_REGIONS,EUR,European Region,1981.0,MEASLES,Measles,460966.0
WHO_REGIONS,EUR,European Region,1981.0,NTETANUS,Neonatal tetanus,18.0
WHO_REGIONS,EUR,European Region,1981.0,PERTUSSIS,Pertussis,56109.0
WHO_REGIONS,EUR,European Region,1981.0,POLIO,Poliomyelitis,336.0
WHO_REGIONS,EUR,European Region,1981.0,TTETANUS,Total tetanus,925.0
WHO_REGIONS,EUR,European Region,1980.0,DIPHTHERIA,Diphtheria,271.0
WHO_REGIONS,EUR,European Region,1980.0,MEASLES,Measles,492660.0
WHO_REGIONS,EUR,European Region,1980.0,NTETANUS,Neonatal tetanus,26.0
WHO_REGIONS,EUR,European Region,1980.0,PERTUSSIS,Pertussis,76554.0
WHO_REGIONS,EUR,European Region,1980.0,POLIO,Poliomyelitis,384.0
WHO_REGIONS,EUR,European Region,1980.0,TTETANUS,Total tetanus,1400.0
GLOBAL,GLOBAL,Global,2023.0,CRS,Congenital rubella syndrome,1534.0
GLOBAL,GLOBAL,Global,2023.0,DIPHTHERIA,Diphtheria,24779.0
GLOBAL,GLOBAL,Global,2023.0,INVASIVE_MENING,Invasive meningococcal disease,5550.0
GLOBAL,GLOBAL,Global,2023.0,JAPENC,Japanese encephalitis,2114.0
GLOBAL,GLOBAL,Global,2023.0,MEASLES,Measles,663830.0
GLOBAL,GLOBAL,Global,2023.0,MUMPS,Mumps,384785.0
GLOBAL,GLOBAL,Global,2023.0,NTETANUS,Neonatal tetanus,4585.0
GLOBAL,GLOBAL,Global,2023.0,PERTUSSIS,Pertussis,159832.0
GLOBAL,GLOBAL,Global,2023.0,POLIO,Poliomyelitis,538.0
GLOBAL,GLOBAL,Global,2023.0,RUBELLA,Rubella,35714.0
GLOBAL,GLOBAL,Global,2023.0,TTETANUS,Total tetanus,21830.0
GLOBAL,GLOBAL,Global,2023.0,TYPHOID,Typhoid,4583555.0
GLOBAL,GLOBAL,Global,2023.0,YFEVER,Yellow fever,476.0
GLOBAL,GLOBAL,Global,2022.0,CRS,Congenital rubella syndrome,1527.0
GLOBAL,GLOBAL,Global,2022.0,DIPHTHERIA,Diphtheria,10018.0
GLOBAL,GLOBAL,Global,2022.0,INVASIVE_MENING,Invasive meningococcal disease,16323.0
GLOBAL,GLOBAL,Global,2022.0,JAPENC,Japanese encephalitis,1886.0
GLOBAL,GLOBAL,Global,2022.0,MEASLES,Measles,205200.0
GLOBAL,GLOBAL,Global,2022.0,MUMPS,Mumps,381029.0
GLOBAL,GLOBAL,Global,2022.0,NTETANUS,Neonatal tetanus,2099.0
GLOBAL,GLOBAL,Global,2022.0,PERTUSSIS,Pertussis,64313.0
GLOBAL,GLOBAL,Global,2022.0,POLIO,Poliomyelitis,865.0
GLOBAL,GLOBAL,Global,2022.0,RUBELLA,Rubella,17927.0
GLOBAL,GLOBAL,Global,2022.0,TTETANUS,Total tetanus,6705.0
GLOBAL,GLOBAL,Global,2022.0,TYPHOID,Typhoid,2897152.0
GLOBAL,GLOBAL,Global,2022.0,YFEVER,Yellow fever,217.0
GLOBAL,GLOBAL,Global,2021.0,CRS,Congenital rubella syndrome,716.0
GLOBAL,GLOBAL,Global,2021.0,DIPHTHERIA,Diphtheria,8659.0
GLOBAL,GLOBAL,Global,2021.0,INVASIVE_MENING,Invasive meningococcal disease,26059.0
GLOBAL,GLOBAL,Global,2021.0,JAPENC,Japanese encephalitis,988.0
GLOBAL,GLOBAL,Global,2021.0,MEASLES,Measles,123152.0
GLOBAL,GLOBAL,Global,2021.0,MUMPS,Mumps,241742.0
GLOBAL,GLOBAL,Global,2021.0,NTETANUS,Neonatal tetanus,4140.0
GLOBAL,GLOBAL,Global,2021.0,PERTUSSIS,Pertussis,30402.0
GLOBAL,GLOBAL,Global,2021.0,POLIO,Poliomyelitis,700.0
GLOBAL,GLOBAL,Global,2021.0,RUBELLA,Rubella,10021.0
GLOBAL,GLOBAL,Global,2021.0,TTETANUS,Total tetanus,9828.0
GLOBAL,GLOBAL,Global,2021.0,TYPHOID,Typhoid,1858715.0
GLOBAL,GLOBAL,Global,2021.0,YFEVER,Yellow fever,281.0
GLOBAL,GLOBAL,Global,2020.0,CRS,Congenital rubella syndrome,1252.0
GLOBAL,GLOBAL,Global,2020.0,DIPHTHERIA,Diphtheria,10137.0
GLOBAL,GLOBAL,Global,2020.0,INVASIVE_MENING,Invasive meningococcal disease,21126.0
GLOBAL,GLOBAL,Global,2020.0,JAPENC,Japanese encephalitis,1532.0
GLOBAL,GLOBAL,Global,2020.0,MEASLES,Measles,159240.0
GLOBAL,GLOBAL,Global,2020.0,MUMPS,Mumps,279270.0
GLOBAL,GLOBAL,Global,2020.0,NTETANUS,Neonatal tetanus,2300.0
GLOBAL,GLOBAL,Global,2020.0,PERTUSSIS,Pertussis,69605.0
GLOBAL,GLOBAL,Global,2020.0,POLIO,Poliomyelitis,1113.0
GLOBAL,GLOBAL,Global,2020.0,RUBELLA,Rubella,10317.0
GLOBAL,GLOBAL,Global,2020.0,TTETANUS,Total tetanus,11897.0
GLOBAL,GLOBAL,Global,2020.0,TYPHOID,Typhoid,888757.0
GLOBAL,GLOBAL,Global,2020.0,YFEVER,Yellow fever,1139.0
GLOBAL,GLOBAL,Global,2019.0,CRS,Congenital rubella syndrome,424.0
GLOBAL,GLOBAL,Global,2019.0,DIPHTHERIA,Diphtheria,22986.0
GLOBAL,GLOBAL,Global,2019.0,JAPENC,Japanese encephalitis,3709.0
GLOBAL,GLOBAL,Global,2019.0,MEASLES,Measles,873373.0
GLOBAL,GLOBAL,Global,2019.0,MUMPS,Mumps,169898.0
GLOBAL,GLOBAL,Global,2019.0,NTETANUS,Neonatal tetanus,2173.0
GLOBAL,GLOBAL,Global,2019.0,PERTUSSIS,Pertussis,149845.0
GLOBAL,GLOBAL,Global,2019.0,POLIO,Poliomyelitis,378.0
GLOBAL,GLOBAL,Global,2019.0,RUBELLA,Rubella,49179.0
GLOBAL,GLOBAL,Global,2019.0,TTETANUS,Total tetanus,14745.0
GLOBAL,GLOBAL,Global,2019.0,TYPHOID,Typhoid,148535.0
GLOBAL,GLOBAL,Global,2019.0,YFEVER,Yellow fever,459.0
GLOBAL,GLOBAL,Global,2018.0,CRS,Congenital rubella syndrome,449.0
GLOBAL,GLOBAL,Global,2018.0,DIPHTHERIA,Diphtheria,16911.0
GLOBAL,GLOBAL,Global,2018.0,JAPENC,Japanese encephalitis,4402.0
GLOBAL,GLOBAL,Global,2018.0,MEASLES,Measles,360296.0
GLOBAL,GLOBAL,Global,2018.0,MUMPS,Mumps,502027.0
GLOBAL,GLOBAL,Global,2018.0,NTETANUS,Neonatal tetanus,1803.0
GLOBAL,GLOBAL,Global,2018.0,PERTUSSIS,Pertussis,169240.0
GLOBAL,GLOBAL,Global,2018.0,POLIO,Poliomyelitis,137.0
GLOBAL,GLOBAL,Global,2018.0,RUBELLA,Rubella,26033.0
GLOBAL,GLOBAL,Global,2018.0,TTETANUS,Total tetanus,15103.0
GLOBAL,GLOBAL,Global,2018.0,TYPHOID,Typhoid,7456.0
GLOBAL,GLOBAL,Global,2018.0,YFEVER,Yellow fever,2064.0
GLOBAL,GLOBAL,Global,2017.0,CRS,Congenital rubella syndrome,835.0
GLOBAL,GLOBAL,Global,2017.0,DIPHTHERIA,Diphtheria,8819.0
GLOBAL,GLOBAL,Global,2017.0,JAPENC,Japanese encephalitis,4668.0
GLOBAL,GLOBAL,Global,2017.0,MEASLES,Measles,173457.0
GLOBAL,GLOBAL,Global,2017.0,MUMPS,Mumps,560784.0
GLOBAL,GLOBAL,Global,2017.0,NTETANUS,Neonatal tetanus,2266.0
GLOBAL,GLOBAL,Global,2017.0,PERTUSSIS,Pertussis,163030.0
GLOBAL,GLOBAL,Global,2017.0,POLIO,Poliomyelitis,118.0
GLOBAL,GLOBAL,Global,2017.0,RUBELLA,Rubella,14756.0
GLOBAL,GLOBAL,Global,2017.0,TTETANUS,Total tetanus,12509.0
GLOBAL,GLOBAL,Global,2017.0,TYPHOID,Typhoid,34.0
GLOBAL,GLOBAL,Global,2017.0,YFEVER,Yellow fever,876.0
GLOBAL,GLOBAL,Global,2016.0,CRS,Congenital rubella syndrome,369.0
GLOBAL,GLOBAL,Global,2016.0,DIPHTHERIA,Diphtheria,7102.0
GLOBAL,GLOBAL,Global,2016.0,JAPENC,Japanese encephalitis,5399.0
GLOBAL,GLOBAL,Global,2016.0,MEASLES,Measles,132490.0
GLOBAL,GLOBAL,Global,2016.0,MUMPS,Mumps,592174.0
GLOBAL,GLOBAL,Global,2016.0,NTETANUS,Neonatal tetanus,1997.0
GLOBAL,GLOBAL,Global,2016.0,PERTUSSIS,Pertussis,174624.0
GLOBAL,GLOBAL,Global,2016.0,POLIO,Poliomyelitis,42.0
GLOBAL,GLOBAL,Global,2016.0,RUBELLA,Rubella,23419.0
GLOBAL,GLOBAL,Global,2016.0,TTETANUS,Total tetanus,13813.0
GLOBAL,GLOBAL,Global,2016.0,TYPHOID,Typhoid,35.0
GLOBAL,GLOBAL,Global,2016.0,YFEVER,Yellow fever,1154.0
GLOBAL,GLOBAL,Global,2015.0,CRS,Congenital rubella syndrome,282.0
GLOBAL,GLOBAL,Global,2015.0,DIPHTHERIA,Diphtheria,4535.0
GLOBAL,GLOBAL,Global,2015.0,JAPENC,Japanese encephalitis,4086.0
GLOBAL,GLOBAL,Global,2015.0,MEASLES,Measles,214808.0
GLOBAL,GLOBAL,Global,2015.0,MUMPS,Mumps,385781.0
GLOBAL,GLOBAL,Global,2015.0,NTETANUS,Neonatal tetanus,3580.0
GLOBAL,GLOBAL,Global,2015.0,PERTUSSIS,Pertussis,156065.0
GLOBAL,GLOBAL,Global,2015.0,POLIO,Poliomyelitis,106.0
GLOBAL,GLOBAL,Global,2015.0,RUBELLA,Rubella,23760.0
GLOBAL,GLOBAL,Global,2015.0,TTETANUS,Total tetanus,10338.0
GLOBAL,GLOBAL,Global,2015.0,TYPHOID,Typhoid,32.0
GLOBAL,GLOBAL,Global,2015.0,YFEVER,Yellow fever,72.0
GLOBAL,GLOBAL,Global,2014.0,CRS,Congenital rubella syndrome,142.0
