GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,CASES
WHO_REGIONS,AMR,Region of the Americas,1995.0,YFEVER,Yellow fever,524.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,DIPHTHERIA,Diphtheria,877.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,MEASLES,Measles,23784.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,NTETANUS,Neonatal tetanus,630.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,PERTUSSIS,Pertussis,27658.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,TTETANUS,Total tetanus,2020.0
WHO_REGIONS,AMR,Region of the Americas,1994.0,YFEVER,Yellow fever,89.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,DIPHTHERIA,Diphtheria,350.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,MEASLES,Measles,57400.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,NTETANUS,Neonatal tetanus,732.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,PERTUSSIS,Pertussis,25442.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,TTETANUS,Total tetanus,2190.0
WHO_REGIONS,AMR,Region of the Americas,1993.0,YFEVER,Yellow fever,192.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,DIPHTHERIA,Diphtheria,451.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,MEASLES,Measles,100741.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,NTETANUS,Neonatal tetanus,844.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,PERTUSSIS,Pertussis,19258.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,POLIO,Poliomyelitis,0.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,TTETANUS,Total tetanus,2317.0
WHO_REGIONS,AMR,Region of the Americas,1992.0,YFEVER,Yellow fever,119.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,DIPHTHERIA,Diphtheria,600.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,MEASLES,Measles,157602.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,NTETANUS,Neonatal tetanus,907.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,PERTUSSIS,Pertussis,19705.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,POLIO,Poliomyelitis,9.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,TTETANUS,Total tetanus,2647.0
WHO_REGIONS,AMR,Region of the Americas,1991.0,YFEVER,Yellow fever,151.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,DIPHTHERIA,Diphtheria,826.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,MEASLES,Measles,218579.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,NTETANUS,Neonatal tetanus,1176.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,PERTUSSIS,Pertussis,38006.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,POLIO,Poliomyelitis,18.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,TTETANUS,Total tetanus,3142.0
WHO_REGIONS,AMR,Region of the Americas,1990.0,YFEVER,Yellow fever,91.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,DIPHTHERIA,Diphtheria,1077.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,MEASLES,Measles,137417.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,NTETANUS,Neonatal tetanus,1404.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,PERTUSSIS,Pertussis,34030.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,POLIO,Poliomyelitis,110.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,TTETANUS,Total tetanus,3501.0
WHO_REGIONS,AMR,Region of the Americas,1989.0,YFEVER,Yellow fever,237.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,DIPHTHERIA,Diphtheria,1394.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,MEASLES,Measles,133244.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,NTETANUS,Neonatal tetanus,1514.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,PERTUSSIS,Pertussis,25496.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,POLIO,Poliomyelitis,314.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,TTETANUS,Total tetanus,3901.0
WHO_REGIONS,AMR,Region of the Americas,1988.0,YFEVER,Yellow fever,240.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,DIPHTHERIA,Diphtheria,1778.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,MEASLES,Measles,151396.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,NTETANUS,Neonatal tetanus,1498.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,PERTUSSIS,Pertussis,34214.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,POLIO,Poliomyelitis,599.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,TTETANUS,Total tetanus,4447.0
WHO_REGIONS,AMR,Region of the Americas,1987.0,YFEVER,Yellow fever,235.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,DIPHTHERIA,Diphtheria,2408.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,MEASLES,Measles,227452.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,NTETANUS,Neonatal tetanus,1312.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,PERTUSSIS,Pertussis,47380.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,POLIO,Poliomyelitis,905.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,TTETANUS,Total tetanus,4823.0
WHO_REGIONS,AMR,Region of the Americas,1986.0,YFEVER,Yellow fever,159.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,DIPHTHERIA,Diphtheria,3263.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,MEASLES,Measles,199744.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,NTETANUS,Neonatal tetanus,1477.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,PERTUSSIS,Pertussis,55976.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,POLIO,Poliomyelitis,715.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,TTETANUS,Total tetanus,5572.0
WHO_REGIONS,AMR,Region of the Americas,1985.0,YFEVER,Yellow fever,125.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,DIPHTHERIA,Diphtheria,3546.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,MEASLES,Measles,202758.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,NTETANUS,Neonatal tetanus,1624.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,PERTUSSIS,Pertussis,62423.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,POLIO,Poliomyelitis,579.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,TTETANUS,Total tetanus,6118.0
WHO_REGIONS,AMR,Region of the Americas,1984.0,YFEVER,Yellow fever,95.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,DIPHTHERIA,Diphtheria,4023.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,MEASLES,Measles,137410.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,NTETANUS,Neonatal tetanus,1807.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,PERTUSSIS,Pertussis,61366.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,POLIO,Poliomyelitis,1073.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,TTETANUS,Total tetanus,6062.0
WHO_REGIONS,AMR,Region of the Americas,1983.0,YFEVER,Yellow fever,50.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,DIPHTHERIA,Diphtheria,4087.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,MEASLES,Measles,153746.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,NTETANUS,Neonatal tetanus,1515.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,PERTUSSIS,Pertussis,99065.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,POLIO,Poliomyelitis,996.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,TTETANUS,Total tetanus,6305.0
WHO_REGIONS,AMR,Region of the Americas,1982.0,YFEVER,Yellow fever,140.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,DIPHTHERIA,Diphtheria,4748.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,MEASLES,Measles,252378.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,NTETANUS,Neonatal tetanus,783.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,PERTUSSIS,Pertussis,113003.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,POLIO,Poliomyelitis,1442.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,TTETANUS,Total tetanus,6246.0
WHO_REGIONS,AMR,Region of the Americas,1981.0,YFEVER,Yellow fever,231.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,DIPHTHERIA,Diphtheria,5570.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,MEASLES,Measles,257790.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,NTETANUS,Neonatal tetanus,803.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,PERTUSSIS,Pertussis,123734.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,POLIO,Poliomyelitis,2989.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,TTETANUS,Total tetanus,7055.0
WHO_REGIONS,AMR,Region of the Americas,1980.0,YFEVER,Yellow fever,120.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,CRS,Congenital rubella syndrome,836.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,DIPHTHERIA,Diphtheria,502.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,INVASIVE_MENING,Invasive meningococcal disease,143.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,MEASLES,Measles,92761.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,MUMPS,Mumps,7251.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,NTETANUS,Neonatal tetanus,569.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,PERTUSSIS,Pertussis,4089.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,POLIO,Poliomyelitis,28.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,RUBELLA,Rubella,4495.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,TTETANUS,Total tetanus,669.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,TYPHOID,Typhoid,24754.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,CRS,Congenital rubella syndrome,933.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,DIPHTHERIA,Diphtheria,440.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,INVASIVE_MENING,Invasive meningococcal disease,854.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,MEASLES,Measles,56401.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,MUMPS,Mumps,4515.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,NTETANUS,Neonatal tetanus,666.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,PERTUSSIS,Pertussis,1449.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,POLIO,Poliomyelitis,168.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,RUBELLA,Rubella,2678.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,TTETANUS,Total tetanus,710.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,TYPHOID,Typhoid,10444.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,CRS,Congenital rubella syndrome,200.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,DIPHTHERIA,Diphtheria,1746.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,INVASIVE_MENING,Invasive meningococcal disease,422.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,MEASLES,Measles,26089.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,MUMPS,Mumps,1567.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,NTETANUS,Neonatal tetanus,3171.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,PERTUSSIS,Pertussis,5695.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,POLIO,Poliomyelitis,120.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,RUBELLA,Rubella,2919.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,TTETANUS,Total tetanus,3215.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,TYPHOID,Typhoid,3927.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,CRS,Congenital rubella syndrome,958.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,DIPHTHERIA,Diphtheria,295.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,INVASIVE_MENING,Invasive meningococcal disease,945.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,MEASLES,Measles,6769.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,MUMPS,Mumps,1978.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,NTETANUS,Neonatal tetanus,704.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,PERTUSSIS,Pertussis,665.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,POLIO,Poliomyelitis,547.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,RUBELLA,Rubella,755.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,TTETANUS,Total tetanus,716.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,TYPHOID,Typhoid,4135.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,CRS,Congenital rubella syndrome,26.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,DIPHTHERIA,Diphtheria,705.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,MEASLES,Measles,18458.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,MUMPS,Mumps,9663.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,NTETANUS,Neonatal tetanus,634.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,PERTUSSIS,Pertussis,2021.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,POLIO,Poliomyelitis,26.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,RUBELLA,Rubella,2603.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,TTETANUS,Total tetanus,685.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,TYPHOID,Typhoid,2245.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,CRS,Congenital rubella syndrome,39.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,DIPHTHERIA,Diphtheria,3448.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,MEASLES,Measles,64764.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,MUMPS,Mumps,23145.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,NTETANUS,Neonatal tetanus,181.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,PERTUSSIS,Pertussis,3528.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,POLIO,Poliomyelitis,45.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,RUBELLA,Rubella,1622.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,TTETANUS,Total tetanus,228.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,TYPHOID,Typhoid,815.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,CRS,Congenital rubella syndrome,13.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,DIPHTHERIA,Diphtheria,600.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,MEASLES,Measles,36434.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,MUMPS,Mumps,43053.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,NTETANUS,Neonatal tetanus,557.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,PERTUSSIS,Pertussis,2012.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,POLIO,Poliomyelitis,96.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,RUBELLA,Rubella,931.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,TTETANUS,Total tetanus,505.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,CRS,Congenital rubella syndrome,9.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,DIPHTHERIA,Diphtheria,25.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,MEASLES,Measles,6275.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,MUMPS,Mumps,75680.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,NTETANUS,Neonatal tetanus,78.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,PERTUSSIS,Pertussis,1493.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,POLIO,Poliomyelitis,33.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,RUBELLA,Rubella,1981.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,TTETANUS,Total tetanus,52.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2016.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,CRS,Congenital rubella syndrome,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,DIPHTHERIA,Diphtheria,43.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,MEASLES,Measles,21418.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,MUMPS,Mumps,20391.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,NTETANUS,Neonatal tetanus,815.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,PERTUSSIS,Pertussis,1358.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,POLIO,Poliomyelitis,76.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,RUBELLA,Rubella,1885.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,TTETANUS,Total tetanus,885.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2015.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,CRS,Congenital rubella syndrome,2.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,DIPHTHERIA,Diphtheria,40.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,MEASLES,Measles,18080.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,MUMPS,Mumps,9608.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,NTETANUS,Neonatal tetanus,156.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,PERTUSSIS,Pertussis,2224.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,POLIO,Poliomyelitis,342.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,RUBELLA,Rubella,2945.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,TTETANUS,Total tetanus,243.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2014.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,CRS,Congenital rubella syndrome,13.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,DIPHTHERIA,Diphtheria,392.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MEASLES,Measles,20884.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,MUMPS,Mumps,27958.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,NTETANUS,Neonatal tetanus,1280.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,PERTUSSIS,Pertussis,8751.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,POLIO,Poliomyelitis,389.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,RUBELLA,Rubella,3904.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,TTETANUS,Total tetanus,1513.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2013.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,CRS,Congenital rubella syndrome,20.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,DIPHTHERIA,Diphtheria,334.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MEASLES,Measles,34504.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,MUMPS,Mumps,8524.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,NTETANUS,Neonatal tetanus,811.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,PERTUSSIS,Pertussis,14540.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,POLIO,Poliomyelitis,124.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,RUBELLA,Rubella,1681.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,TTETANUS,Total tetanus,767.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2012.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,CRS,Congenital rubella syndrome,2.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,DIPHTHERIA,Diphtheria,352.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MEASLES,Measles,34667.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,MUMPS,Mumps,6658.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,NTETANUS,Neonatal tetanus,1017.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,PERTUSSIS,Pertussis,8514.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,POLIO,Poliomyelitis,297.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,RUBELLA,Rubella,2749.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,TTETANUS,Total tetanus,1350.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2011.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,CRS,Congenital rubella syndrome,5.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,DIPHTHERIA,Diphtheria,154.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,MEASLES,Measles,10072.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,MUMPS,Mumps,8777.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,NTETANUS,Neonatal tetanus,1007.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,PERTUSSIS,Pertussis,6286.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,POLIO,Poliomyelitis,175.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,RUBELLA,Rubella,1398.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,TTETANUS,Total tetanus,1108.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2010.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,CRS,Congenital rubella syndrome,67.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,DIPHTHERIA,Diphtheria,109.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,MEASLES,Measles,36605.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,MUMPS,Mumps,9912.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,NTETANUS,Neonatal tetanus,1059.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,PERTUSSIS,Pertussis,9790.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,POLIO,Poliomyelitis,178.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,RUBELLA,Rubella,2030.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,TTETANUS,Total tetanus,1194.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2009.0,YFEVER,Yellow fever,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,CRS,Congenital rubella syndrome,1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,DIPHTHERIA,Diphtheria,133.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,JAPENC,Japanese encephalitis,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2008.0,MEASLES,Measles,12120.0
